Question,Answers,Comment,Instructions
"だらしない
 1. きのうから作ったスープは塩が足りなかったのか、とても__だらしない__味だった。 
 2. この公園は管理する人がいないので、あちこち草が__だらしなく__生えている。 
 3. 知識が__だらしなかった__せいで、間違ったこと人に教えてしまった。 
 4. 先月までは、仕事もしないで遊んでばかりの__だらしない__生活をしていた。",4,,問題 6：次の言葉の使い方として最もよいものを 1・2・3・4 から一つ選びなさい。
"即座に
 1. 私が駅に着くと__即座に__友人たちも来た。 
 2. さっきまで晴れていたのに、__即座に__雲が出てきた。 
 3. 先生は学生からの質問に__即座に__答えた。 
 4. 1) 月になってから__即座に__仕事が忙しくなった。",3,,問題 6：次の言葉の使い方として最もよいものを 1・2・3・4 から一つ選びなさい。
"尽きる
 1. あしたで定期券の期限が__尽きる__ので、新しいのを買いに行った。 
 2. 森さんと会うのは久しぶりだったので、いくら話しても話が__尽きなかった__。 
 3. 木村選手は、けがのせいで連続出場の記録が__尽きてしまった__。 
 4. この作家の絵は好きなので、展示会が__尽きない__うちにもう一度見に来たい。",2,,問題 6：次の言葉の使い方として最もよいものを 1・2・3・4 から一つ選びなさい。
"__早期__
 1. 夏休みの__早期__は旅行をして、その後は試験勉強をする予定だ。 
 2. 明日の飛行機は__早期__の便だから、 朝 5 時に家を出なければならない。 
 3. 一人暮らしの__早期__は、料理などの失敗も多くて苦労した。 
 4. 医学の進歩によって、 病気を__早期__の段階で見つけられるようになった。",4,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__偉大__
 1. 山川さんのフランス語のスピーチはとても__偉大__だった。 
 2. この国には__偉大__な画家がたくさんいる。 
 3. あの家は、この辺りでいちばん__偉大__な家です。 
 4. あの人は__偉大__な馬を何頭も飼っている。",2,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__印__
 1. 復習するときのために、大切な単語に赤のペンで__印__をつけた。 
 2. 係員が旗を上げたのを__印__に、選手たちは一斉に走りだした。 
 3. 角に病院がありますから、それを__印__に私の家まで来てください。 
 4. 運転する人は、交通の__印__の意味を全部知っていなければならない。",1,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__続出__
 1. 昨日からの雪で、転んでけがをする人が__続出__している。 
 2. ゆうべはせきが__続出__して、あまりよく眠れなかった。 
 3. 鈴木アナウンサーは、このテレビ番組に5年間__続出__している。 
 4. この映画に関係する本や商品が、来週から__続出__するらしい。",1,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__さまたげる__
 1. 掲示板のポスターが取れそうになっていたので、テープで__さまたげた__。 
 2. 原材料が高くなったが、製造方法を変えて、製品の値上げを__さまたげた__。 
 3. 関係のない発言で、会議の進行を__さまたげない__でください。 
 4. 工場内の事故を__さまたげる__ために、作業の前に安全確認を行う。",3,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__頑固__
 1. 木村さんはとても__頑固__で、自分の考えを変えない。 
 2. 瓶のふたが__頑固__で、いくら力を入れても開かない。 
 3. 兄は体が__頑固__なので、風邪をほとんどひかない。 
 4. 相手チームの守りがとても__頑固__で、点が取れない。",1,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__打ち合わせ__
 1. 本日11時から、 来月の講演会の__打ち合わせ__を行います。 
 2. 高校生のころはよく、 親友と互いの悩みの__打ち合わせ__をしました。 
 3. ホテルに電話をして、眼鏡の忘れ物がないか__打ち合わせ__をしました。 
 4. 実験の後、失敗の原因について__打ち合わせ__を行いました。",1,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__中断__
 1. 急に仕事が入ってしまい、レストランの予約を__中断__した。 
 2. 部屋のカーテンを閉めて、太陽の光を__中断__した。 
 3. 雨が強くなってきたので、やむまで試合を__中断__した。 
 4. 今日は用事があるため、友人からの誘いを__中断__した。",3,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__ベテラン__
 1. あの__ベテラン__の電車は、今まで多くのお客さんを乗せてきた。 
 2. 大野先生は、この学校で昔から教えている__ベテラン__の先生だ。 
 3. この__ベテラン__の時計は、もう生産していないので貴重だ。 
 4. ここは、私が生まれる前からある__ベテラン__のレストランだ。",2,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__荒れる__
 1. この靴は10年履き続けているから、かなり__荒れている__。 
 2. 入院で仕事を休んでいたので、営業成績は__荒れてしまった__。 
 3. 冷蔵庫に入れておいたのに、りんごが__荒れてしまった__。 
 4. 今日は海が__荒れていて__、船で釣りに行くことはできない。",4,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__廃止__
 1. 両親は 20年以上続けてきた店を__廃止__することにした。 
 2. 点検のため、午前中はエレベーターの使用を__廃止__します。 
 3. 雨が降ってきたので、今日のイベントは__廃止__します。 
 4. 時代に合わない古い制度は__廃止__したほうがいい。",4,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__腫れる__
 1. 森さんのポケットは、物が多くて__腫れて__いる。 
 2. 今日はたくさん食べたので、おなかが__腫れて__いる。 
 3. サッカーの試合でけがをして、足が__腫れて__しまった。 
 4. オーブンでクッキを焼いたら、だんだん__腫れて__きた。",3,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__上達__
 1. 毎日練習しているので、ピアノがかなり__上達__した。 
 2. いい病院で治療してもらえたようで、祖父の体調は__上達__した。 
 3. 同じ作家が好きなことが分かって、大野さんとの仲が__上達__した。 
 4. 小川さんが詳しく説明してくれたので、理解が__上達__した。",1,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__暮れ__
 1. この物語の__暮れ__は、意外な内容だった。 
 2. 旅行の__暮れ__に、みんなで記念に写真を撮った。 
 3. 授業の__暮れ__に、先生が今日の宿題を出した。 
 4. 今年の__暮れ__は、実家で両親と過ごしたい。",4,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__残高__
 1. 私たちが会議室を利用できる__残高__は、あと10分です。 
 2. 私の銀行口座の__残高__は1000円しかありません。 
 3. この町の__残高__は、ついに1万人を下回りました。 
 4. 山の頂上までの__残高__は、100メートルくらいです。",2,,問題6 次の言葉の使い方として最もよいものを、 1・2・3・4から一つ選びなさい。
"__取材__
 1. 学期末試験の範囲を友達に__取材__しました。 
 2. デパートに買い物に行く前に、営業時間を__取材__しておこう。 
 3. インターネットは、簡単に地図を__取材__できるので便利です。 
 4. あの選手の練習の様子を__取材__したときは、とても緊張しました。",4,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"__きっかけ__
 1. 季節の__きっかけ__は風邪をひきやすい。 
 2. 友人に写真をほめられたのが__きっかけ__で、本格的に勉強を始めた。 
 3. その意見に反対する__きっかけ__は、主観的すぎるからだ。 
 4. 今回は時間がないので、次の__きっかけ__に訪れようと思う。",2,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"__深刻__
 1. 彼は動物に対して__深刻__な愛情を持っている。 
 2. 家族との時間を__深刻__に過ごしている。 
 3. 彼は__深刻__な悩みをかかえているようだ。 
 4. テストが近いので、__深刻__に勉強した。",3,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"__続出__
 1. 満員電車から乗客が__続出__してきた。 
 2. 暑さのせいで気分が悪くなる人が__続出__した。 
 3. 最近は、天気の悪い日が__続出__している。 
 4. 薬で治ったと思っていた風邪が__続出__した。",2,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"__外見__
 1. 人を__外見__で判断するのはよくないことだ。 
 2. 窓の__外見__をペンキで白く塗った。 
 3. 月の__外見__はでこぼこしている。 
 4. 母は怒っている__外見__だった。",1,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"28 方針
 1. 台風の__方針__がそれたので、特に被害は出なかった。 
 2. 私の今年の__方針__は漢字を600字覚えることだ。 
 3. この料理を作る__方針__を教えてください。 
 4. 教育に関する政府の__方針__が大きく変わった。",4,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
"29 範囲
 1. この町は川によって二つの__範囲__に分かれている。 
 2. この会社は新しい__範囲__に進出した。 
 3. 明日は広い__範囲__で強い雨が降るでしょう。 
 4. 家から駅までの__範囲__は2キロぐらいだ。",3,,問題6 次の言葉の使い方として最もよいものを、1・2・3・4から一つ選びなさい。
